,boat_type,manufacturer,type,year_built,length,width,material,location,views_last_7_days,old_currency,price_euro,country
6120,Mega Yacht,Majesty Yachts power boats,Diesel,2020,34.83,7.1,,Italy Â» Dubai & VAE,82,EUR,9076600.0,Italy
6121,Mega Yacht,,new boat from stock,0,33.05,7.6,,Germany,127,EUR,8995000.0,Germany
6122,Mega Yacht,,Diesel,0,33.05,7.6,,Germany,127,EUR,8995000.0,Germany
6123,Mega Yacht,,Used boat,2010,45.6,8.41,Wood,Turkey Â» MUGLA,109,EUR,8950000.0,Turkey
6124,Mega Yacht,,Diesel,2010,45.6,8.41,Wood,Turkey Â» MUGLA,109,EUR,8950000.0,Turkey
6125,Mega Yacht,Majesty Yachts power boats,new boat from stock,2017,39.3,7.54,,United Arab Emirates Â» Dubai & VAE,96,EUR,8900000.0,United Kingdom
6126,Mega Yacht,Majesty Yachts power boats,Diesel,2017,39.3,7.54,,United Arab Emirates Â» Dubai & VAE,96,EUR,8900000.0,United Kingdom
6127,Mega Yacht,Majesty Yachts power boats,Used boat,2015,43.0,8.14,,United Arab Emirates Â» Dubai & VAE,259,EUR,8800000.0,United Kingdom
6128,Mega Yacht,Majesty Yachts power boats,Diesel,2015,43.0,8.14,,United Arab Emirates Â» Dubai & VAE,259,EUR,8800000.0,United Kingdom
6129,Mega Yacht,Cantiere delle Marche power boats,Used boat,2016,31.0,7.43,Steel,Italy,132,EUR,8800000.0,Italy
6130,Mega Yacht,Cantiere delle Marche power boats,Diesel,2016,31.0,7.43,Steel,Italy,132,EUR,8800000.0,Italy
6131,Motor Yacht,Curvelle power boats,Used boat,2013,34.1,9.0,Carbon Fiber,Croatia (Hrvatska) Â» Dubrovnik,133,EUR,8350000.0,Croatia
6132,Motor Yacht,Curvelle power boats,Diesel,2013,34.1,9.0,Carbon Fiber,Croatia (Hrvatska) Â» Dubrovnik,133,EUR,8350000.0,Croatia
6133,Mega Yacht,Sanlorenzo power boats,Used boat,2019,31.08,7.06,GRP,Netherlands,122,EUR,7900000.0,Netherlands
6134,Flybridge,Sunseeker power boats,new boat on order,2020,28.06,6.55,GRP,United Kingdom Â» Poole / GB ,535,GBP,8396739.13,United Kingdom
6135,Flybridge,Sunseeker power boats,Diesel,2020,28.06,6.55,GRP,United Kingdom Â» Poole / GB ,535,GBP,8396739.13,United Kingdom
6136,Flybridge,Princess power boats,Used boat,2018,30.21,7.04,GRP,Spain Â» Denia,603,GBP,7988470.0,Spain
6137,Flybridge,Princess power boats,Diesel,2018,30.21,7.04,GRP,Spain Â» Denia,603,GBP,7988470.0,Spain
6138,Mega Yacht,Sunseeker power boats,Used boat,2015,35.05,7.44,GRP,Australia Â» Brisbane City,122,EUR,7250000.0,Australia
6139,Mega Yacht,Sunseeker power boats,Diesel,2015,35.05,7.44,GRP,Australia Â» Brisbane City,122,EUR,7250000.0,Australia
6140,Motor Yacht,Sunseeker power boats,Used boat,2017,28.96,6.58,GRP,Spain Â» Torrevieja,84,GBP,7580300.0,Spain
6141,Motor Yacht,Sunseeker power boats,Diesel,2017,28.96,6.58,GRP,Spain Â» Torrevieja,84,GBP,7580300.0,Spain
6142,Motor Yacht,Sunseeker power boats,Used boat,2020,28.96,6.58,GRP,Malta Â» Portomaso,102,EUR,7100000.0,Malta
6143,Motor Yacht,Sunseeker power boats,Diesel,2020,28.96,6.58,GRP,Malta Â» Portomaso,102,EUR,7100000.0,Malta
6144,Motor Yacht,Sunseeker power boats,new boat from stock,2020,28.96,6.58,GRP,United Kingdom Â» Southampton,90,GBP,7417032.0,United Kingdom
6145,Motor Yacht,Sunseeker power boats,Diesel,2020,28.96,6.58,GRP,United Kingdom Â» Southampton,90,GBP,7417032.0,United Kingdom
6146,Mega Yacht,Sunseeker power boats,Used boat,2013,34.53,7.41,GRP,Monaco,163,EUR,6950000.0,Monaco
6147,Mega Yacht,Sunseeker power boats,Diesel,2013,34.53,7.41,GRP,Monaco,163,EUR,6950000.0,Monaco
6148,Mega Yacht,,Used boat,1998,47.0,9.0,Aluminium,Italy Â» Loano ,597,EUR,6950000.0,Italy
6149,Mega Yacht,,Diesel,1998,47.0,9.0,Aluminium,Italy Â» Loano ,597,EUR,6950000.0,Italy
6150,Mega Yacht,,Used boat,2015,39.8,8.5,Wood,Netherlands,178,EUR,6900000.0,Netherlands
6151,Motor Yacht,Princess power boats,Used boat,2018,30.56,6.92,GRP,Spain Â» Alicante,206,GBP,7288750.0,Spain
6152,Motor Yacht,Princess power boats,Diesel,2018,30.56,6.92,GRP,Spain Â» Alicante,206,GBP,7288750.0,Spain
6153,Mega Yacht,Majesty Yachts power boats,new boat from stock,2017,34.83,7.1,,Italy Â» Mittelmeer SÃ¼dfrankreich,126,EUR,6800000.0,Italy
6154,Mega Yacht,Majesty Yachts power boats,Diesel,2017,34.83,7.1,,Italy Â» Mittelmeer SÃ¼dfrankreich,126,EUR,6800000.0,Italy
6155,Mega Yacht,Cantieri di Pisa power boats,Used boat,2004,38.3,7.5,GRP,Greece,227,EUR,6800000.0,Greece
6156,Mega Yacht,Cantieri di Pisa power boats,Diesel,2004,38.3,7.5,GRP,Greece,227,EUR,6800000.0,Greece
6157,Mega Yacht,Sunseeker power boats,Used boat,2014,34.53,7.41,GRP,France Â» St Raphael,180,GBP,6991369.0,France
6158,Mega Yacht,Sunseeker power boats,Diesel,2014,34.53,7.41,GRP,France Â» St Raphael,180,GBP,6991369.0,France
6159,Motor Yacht,,Used boat,2017,26.07,7.07,,Spain Â» Mittelmeer Spanisches Festland,97,EUR,6500000.0,Spain
6160,Motor Yacht,,Diesel,2017,26.07,7.07,,Spain Â» Mittelmeer Spanisches Festland,97,EUR,6500000.0,Spain
6161,Mega Yacht,Princess power boats,Used boat,2018,30.57,6.95,GRP,Spain Â» Denia,103,GBP,6705650.0,Spain
6162,Mega Yacht,Princess power boats,Diesel,2018,30.57,6.95,GRP,Spain Â» Denia,103,GBP,6705650.0,Spain
6163,Motor Yacht,Bandido Yachts power boats,new boat from stock,2017,23.9,6.76,,Spain Â» Mallorca Â» Mittelmeer Mallorca,134,EUR,6300000.0,Spain
6164,Flybridge,Sunseeker power boats,new boat on order,2019,26.3,6.47,GRP,United Kingdom Â» United Kingdom ,209,GBP,6571715.43,United Kingdom
6165,Flybridge,Sunseeker power boats,Diesel,2019,26.3,6.47,GRP,United Kingdom Â» United Kingdom ,209,GBP,6571715.43,United Kingdom
6166,Trawler,Abeking & Rasmussen power boats,Used boat,1974,45.0,7.47,,Spain Â» Mallorca Â» Palma de Mallorca,304,EUR,6000000.0,Spain
6167,Motor Yacht,Bandido Yachts power boats,new boat from stock,2020,23.9,6.76,,Germany,107,EUR,5900000.0,Germany
6168,Mega Yacht,Benetti power boats,Used boat,2012,31.75,7.16,,"Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia, Aprilia Marittima di Latisa",108,EUR,5900000.0,Italy
6169,Mega Yacht,Benetti power boats,Diesel,2012,31.75,7.16,,"Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia, Aprilia Marittima di Latisa",108,EUR,5900000.0,Italy
6170,Mega Yacht,Rodriguez Group (Italyachts) power boats,Used boat,2010,41.1,8.4,Aluminium,France Â» South France-Contact SCHMIDT YACHTING,986,EUR,5900000.0,France
6171,Mega Yacht,Rodriguez Group (Italyachts) power boats,Diesel,2010,41.1,8.4,Aluminium,France Â» South France-Contact SCHMIDT YACHTING,986,EUR,5900000.0,France
6172,Mega Yacht,Majesty Yachts power boats,new boat from stock,0,31.7,7.1,,United Arab Emirates Â» Dubai & VAE,99,EUR,5772400.0,United Kingdom
6173,Mega Yacht,Majesty Yachts power boats,Diesel,0,31.7,7.1,,United Arab Emirates Â» Dubai & VAE,99,EUR,5772400.0,United Kingdom
6174,Mega Yacht,Sunseeker power boats,Used boat,2010,33.83,7.39,GRP,France Â» Antibes,129,EUR,4900000.0,France
6175,Mega Yacht,Sunseeker power boats,Diesel,2010,33.83,7.39,GRP,France Â» Antibes,129,EUR,4900000.0,France
6176,Mega Yacht,Heesen Yachts power boats,Used boat,2002,37.0,7.6,Aluminium,Italy,143,EUR,4900000.0,Italy
6177,Mega Yacht,Heesen Yachts power boats,Diesel,2002,37.0,7.6,Aluminium,Italy,143,EUR,4900000.0,Italy
6178,Motor Yacht,,Used boat,2016,26.3,6.0,,Italy,138,EUR,4850000.0,Italy
6179,Motor Yacht,,Diesel,2016,26.3,6.0,,Italy,138,EUR,4850000.0,Italy
6180,Mega Yacht,Majesty Yachts power boats,Used boat,2010,38.4,7.55,,Spain Â» Mittelmeer Spanisches Festland,168,EUR,4800000.0,Spain
6181,Mega Yacht,Majesty Yachts power boats,Diesel,2010,38.4,7.55,,Spain Â» Mittelmeer Spanisches Festland,168,EUR,4800000.0,Spain
6182,Motor Yacht,Sanlorenzo power boats,Used boat,2016,26.76,6.35,GRP,Netherlands,108,EUR,4800000.0,Netherlands
6183,Mega Yacht,Palmer Johnson power boats,Used boat,2005,36.5,7.1,Aluminium,Netherlands,157,EUR,4800000.0,Netherlands
6184,Flybridge,Sunseeker power boats,Used boat,2017,26.3,6.47,,United Kingdom Â» United Kingdom ,215,GBP,4956350.0,United Kingdom
6185,Flybridge,Sunseeker power boats,Diesel,2017,26.3,6.47,,United Kingdom Â» United Kingdom ,215,GBP,4956350.0,United Kingdom
6186,Mega Yacht,Perini Navi Spa power boats,Used boat,2000,49.8,11.41,Aluminium,Italy Â» Olbia,203,EUR,4600000.0,Italy
6187,Mega Yacht,Perini Navi Spa power boats,Diesel,2000,49.8,11.41,Aluminium,Italy Â» Olbia,203,EUR,4600000.0,Italy
6188,Motor Yacht,,Used boat,2015,26.0,6.65,GRP,Italy,183,EUR,4600000.0,Italy
6189,Motor Yacht,,Diesel,2015,26.0,6.65,GRP,Italy,183,EUR,4600000.0,Italy
6190,Motor Yacht,,new boat from stock,2018,26.34,6.35,,Italy Â» Marina di Carrara,41,EUR,4600000.0,Italy
6191,Motor Yacht,,Diesel,2018,26.34,6.35,,Italy Â» Marina di Carrara,41,EUR,4600000.0,Italy
6192,Mega Yacht,,Used boat,2011,40.0,7.26,Steel,Philippines,103,EUR,4553000.0,Philippines
6193,Motor Yacht,Sunseeker power boats,Used boat,2011,29.8,6.9,GRP,Croatia (Hrvatska) Â» Split,163,EUR,4500000.0,Croatia
6194,Motor Yacht,Sunseeker power boats,Diesel,2011,29.8,6.9,GRP,Croatia (Hrvatska) Â» Split,163,EUR,4500000.0,Croatia
6195,Motor Yacht,Sanlorenzo power boats,Used boat,2019,23.75,6.6,GRP,Netherlands,94,EUR,4395000.0,Netherlands
6196,Motor Yacht,Benetti power boats,Used boat,2011,28.5,7.03,GRP,Turkey Â» Southern Turkey,59,EUR,4350000.0,Turkey
6197,Motor Yacht,Benetti power boats,Diesel,2011,28.5,7.03,GRP,Turkey Â» Southern Turkey,59,EUR,4350000.0,Turkey
6198,Motor Yacht,Pershing power boats,Used boat,2012,27.96,6.23,GRP,France Â» Six Four Les Plages,279,EUR,4300000.0,France
6199,Motor Yacht,Pershing power boats,Diesel,2012,27.96,6.23,GRP,France Â» Six Four Les Plages,279,EUR,4300000.0,France
6200,Mega Yacht,Johnson power boats,Used boat,2013,32.92,7.2,GRP,Taiwan Â» Kaohsiung,118,EUR,4250000.0,Taiwan
6201,Mega Yacht,Johnson power boats,Diesel,2013,32.92,7.2,GRP,Taiwan Â» Kaohsiung,118,EUR,4250000.0,Taiwan
6202,Flybridge,Sunseeker power boats,Used boat,2017,26.52,6.49,GRP,United Kingdom Â» Lymington,45,GBP,4489870.0,United Kingdom
6203,Flybridge,Sunseeker power boats,Diesel,2017,26.52,6.49,GRP,United Kingdom Â» Lymington,45,GBP,4489870.0,United Kingdom
6204,Motor Yacht,Sanlorenzo power boats,Used boat,2016,26.21,6.13,GRP,France Â» Antibes,71,EUR,4200000.0,France
6205,Motor Yacht,Sanlorenzo power boats,Diesel,2016,26.21,6.13,GRP,France Â» Antibes,71,EUR,4200000.0,France
6206,Mega Yacht,Italcraft power boats,Used boat,2019,31.0,7.9,GRP,Italy Â» Mar Tirreno,136,EUR,4150000.0,Italy
6207,Mega Yacht,Italcraft power boats,Diesel,2019,31.0,7.9,GRP,Italy Â» Mar Tirreno,136,EUR,4150000.0,Italy
6208,Motor Yacht,Sanlorenzo power boats,Used boat,2019,24.64,5.74,GRP,Netherlands,102,EUR,4100000.0,Netherlands
6209,Flybridge,Sunseeker power boats,Used boat,2013,28.14,6.4,GRP,Croatia (Hrvatska) Â» Split,99,GBP,4256630.0,Croatia
6210,Flybridge,Sunseeker power boats,Diesel,2013,28.14,6.4,GRP,Croatia (Hrvatska) Â» Split,99,GBP,4256630.0,Croatia
6211,Motor Yacht,Cranchi power boats,new boat on order,2020,25.15,5.76,GRP,France,166,EUR,3960000.0,France
6212,Motor Yacht,Cranchi power boats,Diesel,2020,25.15,5.76,GRP,France,166,EUR,3960000.0,France
6213,Motor Yacht,Sunseeker power boats,Used boat,2019,23.62,5.97,GRP,Spain Â» Mallorca Â» Mallorca,114,GBP,4192489.0,Spain
6214,Motor Yacht,Sunseeker power boats,Diesel,2019,23.62,5.97,GRP,Spain Â» Mallorca Â» Mallorca,114,GBP,4192489.0,Spain
6215,Mega Yacht,Couach power boats,Used boat,2008,37.0,7.3,GRP,France,153,EUR,3900000.0,France
6216,Mega Yacht,Couach power boats,Diesel,2008,37.0,7.3,GRP,France,153,EUR,3900000.0,France
6217,Hardtop,ISA Yachts power boats,Used boat,2018,24.1,6.8,GRP,Italy Â» Liguria Â» Liguria ,140,EUR,3850000.0,Italy
6218,Hardtop,ISA Yachts power boats,Diesel,2018,24.1,6.8,GRP,Italy Â» Liguria Â» Liguria ,140,EUR,3850000.0,Italy
6219,Motor Yacht,VanDutch power boats,new boat on order,2020,22.61,5.85,,France,214,EUR,3834000.0,France
6220,Motor Yacht,VanDutch power boats,Diesel,2020,22.61,5.85,,France,214,EUR,3834000.0,France
6221,Motor Yacht,Pershing power boats,Used boat,2014,24.97,5.5,GRP,Netherlands,149,EUR,3750000.0,Netherlands
6222,Mega Yacht,Sanlorenzo power boats,Used boat,2008,33.0,7.4,GRP,Italy,78,EUR,3690000.0,Italy
6223,Mega Yacht,Sanlorenzo power boats,Diesel,2008,33.0,7.4,GRP,Italy,78,EUR,3690000.0,Italy
6224,Flybridge,Absolute power boats,new boat from stock,2020,22.2,5.6,,Malta,60,EUR,3674550.0,Malta
6225,Flybridge,Absolute power boats,new boat from stock,2020,7.62,5.49,,Malta Â» San ?iljan,97,EUR,3674550.0,Malta
6226,Flybridge,Absolute power boats,Diesel,2020,7.62,5.49,,Malta Â» San ?iljan,97,EUR,3674550.0,Malta
6227,Mega Yacht,,Used boat,2012,35.05,8.44,GRP,Thailand,83,EUR,3638000.0,Thailand
6228,Mega Yacht,,Diesel,2012,35.05,8.44,GRP,Thailand,83,EUR,3638000.0,Thailand
6229,Motor Yacht,Aegean Yachts power boats,Used boat,2006,34.1,8.2,,Croatia (Hrvatska) Â» Dubrovnik ,356,EUR,3200000.0,Croatia
6230,Motor Yacht,Sunseeker power boats,Used boat,2013,26.24,6.13,GRP,Portugal Â» Vilamoura,204,EUR,3200000.0,Portugal
6231,Motor Yacht,Sunseeker power boats,Diesel,2013,26.24,6.13,GRP,Portugal Â» Vilamoura,204,EUR,3200000.0,Portugal
6232,Motor Yacht,Sunseeker power boats,Used boat,2013,28.16,6.52,GRP,France Â» South of France,87,GBP,3376149.0,France
6233,Motor Yacht,Sunseeker power boats,Diesel,2013,28.16,6.52,GRP,France Â» South of France,87,GBP,3376149.0,France
6234,Flybridge,Sunseeker power boats,new boat from stock,2020,23.62,5.97,GRP,United Kingdom Â» Poole,26,GBP,3247867.0,United Kingdom
6235,Flybridge,Sunseeker power boats,Diesel,2020,23.62,5.97,GRP,United Kingdom Â» Poole,26,GBP,3247867.0,United Kingdom
6236,Flybridge,Sunseeker power boats,new boat from stock,2020,23.62,5.97,GRP,United Kingdom Â» Poole,38,GBP,3247867.0,United Kingdom
6237,Flybridge,Sunseeker power boats,Diesel,2020,23.62,5.97,GRP,United Kingdom Â» Poole,38,GBP,3247867.0,United Kingdom
6238,Sport Boat,,new boat from stock,2020,21.5,5.6,GRP,Italy Â» Toscana Â» Toscana,84,EUR,3050000.0,Italy
6239,Sport Boat,,Diesel,2020,21.5,5.6,GRP,Italy Â» Toscana Â» Toscana,84,EUR,3050000.0,Italy
6240,Motor Yacht,,new boat from stock,2020,23.42,6.12,,United Arab Emirates Â» Dubai & VAE,96,EUR,3023000.0,United Kingdom
6241,Motor Yacht,,Diesel,2020,23.42,6.12,,United Arab Emirates Â» Dubai & VAE,96,EUR,3023000.0,United Kingdom
6242,Flybridge,Sanlorenzo power boats,Used boat,2008,26.75,6.75,GRP,Italy,57,EUR,3000000.0,Italy
6243,Flybridge,Sanlorenzo power boats,Diesel,2008,26.75,6.75,GRP,Italy,57,EUR,3000000.0,Italy
6244,Mega Yacht,Numarine power boats,Used boat,2015,31.08,7.1,GRP,Turkey Â» Mu?la,99,EUR,2990000.0,Turkey
6245,Mega Yacht,Numarine power boats,Diesel,2015,31.08,7.1,GRP,Turkey Â» Mu?la,99,EUR,2990000.0,Turkey
6246,Flybridge,Sunseeker power boats,new boat on order,2019,22.82,5.38,,United Kingdom Â» United Kingdom ,171,GBP,3156937.22,United Kingdom
6247,Flybridge,Sunseeker power boats,Diesel,2019,22.82,5.38,,United Kingdom Â» United Kingdom ,171,GBP,3156937.22,United Kingdom
6248,Motor Yacht,Azimut power boats,Used boat,2016,25.2,6.18,GRP,Italy,109,EUR,2950000.0,Italy
6249,Motor Yacht,Azimut power boats,Diesel,2016,25.2,6.18,GRP,Italy,109,EUR,2950000.0,Italy
6250,Hardtop,,Used boat,2018,18.8,4.75,,Germany Â» Norddeutschland,68,EUR,2950000.0,Germany
6251,Hardtop,,Diesel,2018,18.8,4.75,,Germany Â» Norddeutschland,68,EUR,2950000.0,Germany
6252,Motor Yacht,Riva power boats,Used boat,2010,28.0,6.75,GRP,Netherlands,166,EUR,2950000.0,Netherlands
6253,Motor Yacht,Monte Carlo power boats,Used boat,2018,24.62,6.15,GRP,Netherlands,113,EUR,2950000.0,Netherlands
6254,Motor Yacht,Sunreef power boats,Used boat,2017,20.45,10.5,GRP,Spain,164,EUR,2950000.0,Spain
6255,Motor Yacht,Sunreef power boats,Diesel,2017,20.45,10.5,GRP,Spain,164,EUR,2950000.0,Spain
6256,Motor Yacht,Sunseeker power boats,Used boat,2012,26.44,6.3,GRP,Spain,172,EUR,2900000.0,Spain
6257,Motor Yacht,Sunseeker power boats,Diesel,2012,26.44,6.3,GRP,Spain,172,EUR,2900000.0,Spain
6258,Catamaran,Magic Yachts power boats,new boat from stock,2014,27.0,25.16,,Italy Â» Faenza,137,EUR,2900000.0,Italy
6259,Catamaran,Magic Yachts power boats,Diesel,2014,27.0,25.16,,Italy Â» Faenza,137,EUR,2900000.0,Italy
6260,Motor Yacht,,Used boat,1982,53.5,7.7,,France Â» SÃ¨te ,356,EUR,2900000.0,France
6261,Motor Yacht,Sanlorenzo power boats,Used boat,2008,26.0,6.0,GRP,Italy,74,EUR,2900000.0,Italy
6262,Motor Yacht,Sanlorenzo power boats,Diesel,2008,26.0,6.0,GRP,Italy,74,EUR,2900000.0,Italy
6263,Flybridge,Princess power boats,Used boat,2019,21.25,5.38,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL TROGIR,85,EUR,2900000.0,Croatia
6264,Flybridge,Princess power boats,Diesel,2019,21.25,5.38,GRP,Croatia (Hrvatska) Â» INFO BOOTE RIEDL TROGIR,85,EUR,2900000.0,Croatia
6265,Flybridge,Azimut power boats,Used boat,2017,22.05,5.6,GRP,United States Â» Florida,77,EUR,2899000.0,United Kingdom
6266,Flybridge,Azimut power boats,Diesel,2017,22.05,5.6,GRP,United States Â» Florida,77,EUR,2899000.0,United Kingdom
6267,Motor Yacht,Princess power boats,Used boat,2016,25.5,5.74,,"Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia, Aprilia Marittima di Latisa",159,EUR,2890000.0,Italy
6268,Motor Yacht,Princess power boats,Diesel,2016,25.5,5.74,,"Italy Â» Friuli Venezia Giulia Â» Friuli Venezia Giulia, Aprilia Marittima di Latisa",159,EUR,2890000.0,Italy
6269,Catamaran,Sunreef power boats,Used boat,2017,20.45,10.5,,Spain Â» Barcelona,178,EUR,2850000.0,Spain
6270,Catamaran,Sunreef power boats,Diesel,2017,20.45,10.5,,Spain Â» Barcelona,178,EUR,2850000.0,Spain
6271,Motor Yacht,,Used boat,2012,27.07,6.72,,Netherlands,96,EUR,2785000.0,Netherlands
6272,Hardtop,,new boat from stock,2020,23.03,5.64,,Italy Â» Toscana Â» Toscana,80,EUR,2785000.0,Italy
6273,Hardtop,,Diesel,2020,23.03,5.64,,Italy Â» Toscana Â» Toscana,80,EUR,2785000.0,Italy
6274,Motor Yacht,Sunseeker power boats,new boat on order,2019,22.82,5.38,GRP,United Kingdom Â» United Kingdom ,125,GBP,2926252.36,United Kingdom
6275,Motor Yacht,Sunseeker power boats,Diesel,2019,22.82,5.38,GRP,United Kingdom Â» United Kingdom ,125,GBP,2926252.36,United Kingdom
6276,Motor Yacht,Sunseeker power boats,Used boat,2005,32.9,6.3,GRP,France Â» Cannes,331,EUR,2750000.0,France
6277,Motor Yacht,Sunseeker power boats,Diesel,2005,32.9,6.3,GRP,France Â» Cannes,331,EUR,2750000.0,France
6278,Flybridge,Azimut power boats,Used boat,2013,23.95,6.45,GRP,Italy Â» Lazio Â» Latina,158,EUR,2700000.0,Italy
6279,Flybridge,Azimut power boats,Diesel,2013,23.95,6.45,GRP,Italy Â» Lazio Â» Latina,158,EUR,2700000.0,Italy
6280,Flybridge,Princess power boats,Used boat,2019,21.31,5.38,GRP,France Â» Nice,142,GBP,2822204.0,France
6281,Flybridge,Princess power boats,Diesel,2019,21.31,5.38,GRP,France Â» Nice,142,GBP,2822204.0,France
6282,Flybridge,Riva power boats,Used boat,2006,26.2,6.2,GRP,Spain Â» Valencia,86,EUR,2650000.0,Spain
6283,Flybridge,Riva power boats,Diesel,2006,26.2,6.2,GRP,Spain Â» Valencia,86,EUR,2650000.0,Spain
6284,Mega Yacht,,Used boat,2009,31.5,7.26,GRP,Italy Â» Liguria Â» Liguria,75,EUR,2490000.0,Italy
6285,Mega Yacht,,Used boat,2009,31.52,7.04,GRP,,69,EUR,2490000.0,
6286,Mega Yacht,,Diesel,2009,31.52,7.04,GRP,,69,EUR,2490000.0,
6287,Mega Yacht,Leopard power boats,Used boat,2006,32.16,7.59,GRP,Italy Â» Olbia,112,EUR,2490000.0,Italy
6288,Mega Yacht,Leopard power boats,Diesel,2006,32.16,7.59,GRP,Italy Â» Olbia,112,EUR,2490000.0,Italy
6289,Passenger boat,,Used boat,1990,1.05,10.15,Steel,Netherlands Â» Omgeving Rotterdam,131,EUR,2490000.0,Netherlands
6290,Passenger boat,,Diesel,1990,1.05,10.15,Steel,Netherlands Â» Omgeving Rotterdam,131,EUR,2490000.0,Netherlands
6291,Motor Yacht,Sunseeker power boats,new boat from stock,2019,22.59,5.43,GRP,Spain Â» El Toro,84,GBP,2641443.0,Spain
6292,Motor Yacht,Sunseeker power boats,Diesel,2019,22.59,5.43,GRP,Spain Â» El Toro,84,GBP,2641443.0,Spain
6293,Motor Yacht,Sunseeker power boats,new boat from stock,2020,22.59,5.43,GRP,United Kingdom Â» Poole,50,GBP,2641443.0,United Kingdom
6294,Motor Yacht,Sunseeker power boats,Diesel,2020,22.59,5.43,GRP,United Kingdom Â» Poole,50,GBP,2641443.0,United Kingdom
6295,Motor Yacht,Sanlorenzo power boats,Used boat,2008,26.75,6.75,GRP,Italy,37,EUR,2450000.0,Italy
6296,Motor Yacht,Sanlorenzo power boats,Diesel,2008,26.75,6.75,GRP,Italy,37,EUR,2450000.0,Italy
6297,Hardtop,Pershing power boats,Used boat,2017,21.44,5.0,GRP,Spain Â» Costa Blanca Â» Calpe,143,EUR,2450000.0,Spain
6298,Hardtop,Pershing power boats,Diesel,2017,21.44,5.0,GRP,Spain Â» Costa Blanca Â» Calpe,143,EUR,2450000.0,Spain
6299,Motor Yacht,Sunseeker power boats,Used boat,2017,23.01,5.52,GRP,United Kingdom Â» Poole,100,GBP,2559809.0,United Kingdom
6300,Motor Yacht,Sunseeker power boats,Diesel,2017,23.01,5.52,GRP,United Kingdom Â» Poole,100,GBP,2559809.0,United Kingdom
6301,Mega Yacht,Greenline power boats,new boat from stock,2018,20.8,5.45,GRP,Slovenia Â» Begunje,88,EUR,2400000.0,Slovenia
6302,Mega Yacht,Greenline power boats,Diesel,2018,20.8,5.45,GRP,Slovenia Â» Begunje,88,EUR,2400000.0,Slovenia
6303,Motor Yacht,,Used boat,2007,26.0,6.9,GRP,Croatia (Hrvatska),52,EUR,2390000.0,Croatia
6304,Motor Yacht,,Diesel,2007,26.0,6.9,GRP,Croatia (Hrvatska),52,EUR,2390000.0,Croatia
6305,Motor Yacht,Fjord power boats,new boat on order,0,20.67,5.9,GRP,France,113,EUR,2388000.0,France
6306,Motor Yacht,Fjord power boats,Diesel,0,20.67,5.9,GRP,France,113,EUR,2388000.0,France
6307,Motor Yacht,Greenline power boats,new boat from stock,2020,20.8,5.45,GRP,Denmark Â» ab vÃ¦rft,54,DKK,2358912.48,Denmark
6308,Motor Yacht,Greenline power boats,Diesel,2020,20.8,5.45,GRP,Denmark Â» ab vÃ¦rft,54,DKK,2358912.48,Denmark
6309,Motor Yacht,Sunreef power boats,Used boat,2012,21.3,7.5,GRP,Spain Â» Spanien,95,EUR,2350000.0,Spain
